jp,cn,kr,en
先輩は近づけていた顔を戻して腕を組む。,学姐退了回去，双手环抱胸前。,선배님은 다시 얼굴을 뒤로 빼며 팔짱을 꼈다.,
「それで、何か考え事か？　お姉さんが相談にのろう」,“有心事吗？姐姐来听听你的烦恼。”,「그래서 무슨 고민이지? 이 누나가 상담해 주지.」,
「なに、今なら金はとらん」,“现在说出来的话，不收你咨询费。”,「지금이라면 무료로 말이야.」,
「お金とるつもりだったんですか。がっかりですよ」,“原来你还准备收钱啊，不是吧。”,「돈을 받을 생각이셨나요. 실망이네요.」,
「それで、え……と」,“那个，呃……”,"「고민은, 어…… 음.」",
先輩の卒業が悲しいです、なんてこの場でいう事はできず、必死に何か別の事を考える。,我总不可能说刚才是在为学姐的毕业而感伤，只好拼命寻找借口。,선배님이 졸업한다고 생각하니 슬퍼요. 그렇게 말하지는 못하겠어서 열심히 다른 것을 떠올려 본다.,
あ、そうだ！　と思いついたときに思わずポンと手を慣らして、先輩に怪訝そうな顔で見つめられた。,灵光一闪的我下意识用力拍了拍手，学姐一脸疑惑地看着我。,"아, 맞다! 무언가 떠오른 순간 손뼉을 탁 쳤다. 선배님이 이상한 눈빛으로 날 바라본다.",
「え、と今夜は天体観測なんですよね？」,“那个，今晚是要看星星吧？”,"「그, 오늘 밤엔 천체 관측을 하는 거죠?」",
「うむ、無論だ」,“嗯，当然。”,"「음, 물론이다.」",
即答。,学姐的回答不假思索。,칼답.,
「どこでやるんです？」,“要在哪里看呢？”,「어디서 하나요?」,
「ここだ」,“就在这里。”,「여기다.」,
これも即答だった。,第二个问题也答得很果断。,이것도 칼답이다.,
「ここ……って部室ですか！？」,“这里……要在活动室里吗？！”,"「여기…… 아니, 부실에서요!?」",
思ってもいなかった場所に驚く。,没想到是在活动室里，我顿时大吃一惊。,생각지도 못한 장소에 깜짝 놀랐다.,
先輩は何を驚いている？　とでも言いたげな顔で首を傾げていた。,学姐则歪了歪头，仿佛不明白我在为什么事情惊讶。,선배님은 뭘 놀라느냐 하는 얼굴로 고개를 갸웃거린다.,
「正確には部室ではなくこの学校の屋上だ。部室からではその窓は小さすぎる」,“准确来说不是在活动室里，而是在天台。”,「정확히는 부실이 아니라 이 학교 옥상이다. 저 부실 창문은 너무 작잖아.」,
「天体観測とは往々にして屋外でやるものだからな」,“天文观测一般都是在户外进行的嘛。”,「천체 관측은 대체로 야외에서 하는 거니까.」,
開け放たれている窓をちょいちょいと指さした。,学姐指了指敞开的窗户。,활짝 열린 창문을 까딱까딱 가리킨다.,
「はあ……屋上……」,“呃，天台……”,「아아……. 옥상…….」,
つまりどういうことか、ぼくは考える。,我整理了一下思路。,그렇다면 어떻게 되는 것인가. 나는 생각했다.,
天体観測を行うのは夜だから、当然この部活の時間には出来ない。,天文观测只能在夜晚进行，社团活动时间是没法观星的。,"천체 관측을 하는 건 밤이니까, 당연히 동아리 시간에는 할 수 없다.",
ということはつまり――,所以——,그렇다면 즉――,
「先輩」,“学姐。”,「선배님.」,
「ん？」,“嗯？”,「응?」,
「もしかして、今日は泊まりですか？」,“难道今晚要在学校过夜？”,"「혹시 오늘, 외박하실 건가요?」",
考えられる方法はこのまま部室に泊まって夜に天体観測という流れだった。,我能想到的方案就是在活动室里过夜，待到晚上再进行天文观测。,내가 생각한 방법은 이대로 부실에서 자고 밤에 천체 관측을 하는 흐름이었다.,
先輩は一瞬、虚を突かれたように目を見開いてからニヤニヤっと笑って微笑んだ。,学姐似乎没想到我会给出这样的答案，她先是吃惊地睁大双眼，然后对我轻轻微笑。,선배님은 순간 허를 찔린 듯 눈을 부릅떴다가 히죽히죽 웃기 시작했다.,
「ふふ、それも面白い。少年から泊まりという言葉がでてお姉さんは嬉しいよ」,“呵呵，这个主意也不错。听到你说出在学校过夜这种话，姐姐很欣慰。”,「후후. 그것도 재미있군. 소년이 외박이란 말을 하다니 누나는 기뻐.」,
「違うなら違うと素直に言ってください。あと、お姉さんといっても一年しか変わらないじゃないですか」,“我猜错了你就直说啊。而且就算你自称姐姐，我们也只差了一岁而已吧。”,「아니면 아니라고 솔직히 말하세요. 그리고 누나라고 해 봐야 1년 차이밖에 안 나잖아요.」,
どうやら勝手な勘違いをしてしまったらしい。恥ずかしい。,看来是我一厢情愿误会了，感觉好丢人。,아무래도 착각을 해 버린 모양이다. 부끄럽다.,
「お姉さんはお姉さんだろう。異論は認めん」,“姐姐就是姐姐，不允许有异议。”,「누나는 누나잖나. 반박은 받지 않는다.」,
なぜか先輩は強固な姿勢をとる。,学姐莫名其妙摆出了强硬的态度。,어째선지 선배님은 완고한 태도를 취했다.,
「まあ私がお姉さんだという事は周知の事実であることが確定したので一度おいておこう」,“先不提这事了，反正我是姐姐已经是众所周知的事实。”,"「뭐, 내가 누나란 것은 주지의 사실로 확정됐으니 일단 넘어가도록 하고.」",
「泊まりの件だが、それもいつかやろう。いややる」,“以后如果有机会，就在学校过一次夜吧。不，就这么定了。”,"「외박에 관해서는 언젠가 하도록 하지. 아니, 하겠어.」",
「確定なんですね」,“这就定下来了啊。”,「확정인가요.」,
お姉さんという事も泊まりも勝手に確定した。色々めんどくさい人だ。,学姐自作主张定下了自己姐姐的地位以及过夜的安排，真是不让人省心。,누나란 사실도 외박도 내 의사와 상관없이 확정됐다. 이래저래 성가신 사람이다.,
「だが今回は泊まりではないのだよ。ちなみに学校への許可なんてものはとっていない」,“但是今天我们不过夜。顺带一提，我也没有获得校方的许可。”,「하지만 이번엔 외박이 아니야. 참고로 학교 측의 허가 따위는 받지 않았다.」,
なにがちなみに、なんだろう。,这个“顺带一提”是什么意思啊？,대체 뭘 참고하라는 걸까.,
先輩はニヤッと口角をあげた。,学姐愉悦地扬起嘴角。,선배님이 입꼬리를 씩 끌어당긴다.,
それはじゃあどうするか、というヒントのつもりだろうか。,她似乎想要考考我。,"그렇다면 무슨 방법이 있겠나, 나에게 넌지시 힌트를 던져 준다.",
「はぁ」,“唉。”,「하아.」,
やれやれと首を振る。,我无奈地摇摇头。,나는 탄식하듯 고개를 저었다.,
これでは大ヒントだ、先輩の考えていることはもう分かる。,提示足够明显，我已经理解了学姐的想法。,이거 참 큰 힌트다. 선배님의 생각이 바로 이해됐다.,
もちろんその方法は、,她的办法就是——,그 방법은 당연히,
「「忍び込む」」,“潜入。”,東雲・「「몰래 들어오기.」」,
声がハモる。,我们异口同声。,동시에 말했다.,
「正解だ」,“答对了。”,「정답이야.」,
先輩は嬉しそうに笑う。,学姐开心地笑了。,선배님이 기뻐하며 웃는다.,
「一度は夜の学校に忍び込んでやろう、そんなことを思ったことはあるだろう？　男子はそういう妄想をするのが得意だとどこかで聞いたからな。な？　少年」,“你肯定想过在夜晚潜入学校吧？我听说男生经常会有这样的幻想。没错吧，少年？”,"「학교에 몰래 들어가 봐야지, 한 번쯤은 그런 생각을 해 봤겠지? 남자는 그런 망상을 잘 한다고 어디선가 들었으니까. 맞지? 소년.」",
「ぼくに聞かないでください」,“别问我啊。”,「저한테 물어보지 마세요.」,
「はっはっは！　ならばその夢、今夜叶えるとしよう」,“哈哈哈！那今晚就来实现这个梦想吧。”,"「하하하! 그렇다면 그 꿈, 오늘 밤 이루도록 하자.」",
「っ！？」,“？！”,「윽!?」,
まさに数日前に思ったことだ。夜のプールに忍び込んでやろう。そんなことを考えていた。,就在几天前，我还想过偷偷在晚上使用学校的泳池。,딱 며칠 전에 했던 생각이다. 밤에 몰래 수영장에 뛰어들겠다고. 그런 걸 생각하고 있었지.,
それが今夜実行されるという。,而我们今晚就要付诸实际行动了。,그것이 오늘 밤 실행된다고 한다.,
ゆるやかにテンションがあがってくるのを実感する。,感觉情绪逐渐变得高涨起来。,천천히 흥이 올라오기 시작했다.,
けれど、,但是……,하지만,
「どうだ？」,“怎么样？”,「어떠냐?」,
挑発するような顔で先輩は言った。,学姐用笑容挑拨着我的情绪。,선배님이 도발하는 듯한 표정으로 말한다.,
「やりましょう！」そうここで言えればもう少し自分のことが好きにでもなれるのだが、,要是我这时能积极赞成她的提议，或许会减轻一些性格上的自卑吧。,단순하게 「해 봅시다!」라고 말할 수 있다면 조금이라도 나 자신을 사랑하게 될 텐데,
