jp,cn,kr,en
そしてまた器用に財布を開いて、,又灵巧地打开钱包——,그리고 또 능숙하게 지갑을 열더니,
「これで満足かな、少年」,“这样你满意了吧，少年？”,"「이걸로 만족하나, 소년.」",
財布の中からは一万円札が四枚、顔を覗かせていた。,从里面拿出四张万元大钞，看着我。,지갑 속에서 만 엔짜리 지폐 네 장이 얼굴을 빠끔 내민다.,
「ほ、ほんとでしたか……」,“真、真的假的……”,"「저, 정말이었나요…….」",
この人は相変わらずだ。,这人还是老样子。,이 사람은 참 한결같다.,
というより学校にそんな大金を持ってくるほうがこわい。,不过带这么多钱来学校更让我害怕。,게다가 학교에 이런 거금을 가져온다는 게 무섭다.,
持っている驚きより、そっちの心配をしてしまう。,但比起惊讶更多的是担心。,갖고 있다는 것 자체가 아니라 그 마음가짐이 무섭다.,
そういえばいつだったか先輩はお金に困ったことはない、と言っていたが中学生が気軽に、しかもほとんど使い道のない学校に持ってきているだなんて、,说起来，学姐从没为钱犯过愁。而且一个初中生就随便带这么多钱到几乎用不到钱的学校里来。,"그러고 보니 언젠가 선배님이 돈 때문에 곤란한 적은 없다고 말했다. 그렇다고 중학생이 부담없이, 게다가 쓸 곳도 없는 학교에 이런 돈을 가져오다니",
「金持ち羨ましい」,“有钱真好啊。”,「부자들 부럽네.」,
その不安よりも、単純明快、率直で単純な嫉妬をする。,然而更单纯明了的感情，是嫉妒。,단순명쾌. 불안감보다는 솔직하고 단순하게 질투가 난다.,
「ふふ、何か言いたいことはあるかね、少年」,“哈哈，你有什么话要说吗？少年。”,"「후후. 뭔가 하고 싶은 말이 있어 보이는데, 소년.」",
「ぐうの音もでません」,“完全无话可说。”,「끽소리도 못 하겠네요.」,
「そうかそうか」,“是么是么。”,"「그래, 그렇군.」",
先輩は空の上でふふんと笑っていたが、,学姐在空中呵呵笑着。,선배님이 하늘 위에서 후후 하고 웃었다.,
「詩乃」,“诗乃。”,「우타노.」,
「ん？　どうした、ユエナくん」,“嗯？怎么了，由依奈？”,"「응? 왜 그러나, 유에나 군.」",
ユエナがそれを遮る。,由依奈打断了她。,그런데 유에나가 끼어든다.,
「ともき、でる」,“智纪，说了。”,"「토모키, 나.」",
「ん？」,“嗯？”,「응?」,
「ん？」,“嗯？”,「응?」,
ぼくと先輩は揃って首を傾げる。,我和学姐都露出不解的表情。,나와 선배님은 함께 고개를 갸웃했다.,
「ともきは、ぐぅって音、でるよ」,“智纪有话说。”,"「토모키, 끽소리 나.」",
そういってユエナは先輩を連れてすーっとぼくのもとまで飛んできて、,由依奈说着，领着学姐飞到我面前——,그러면서 유에나가 선배님을 데리고 내 곁으로 스르륵 날아와,
「ここから」,“这里说的。”,「여기에서.」,
そう言ってユエナはぼくの腹を触った。,摸了摸我的肚子。,그러면서 내 배를 문질렀다.,
「あ、ちょ、ちょっとユエナ、くすぐったいから！」,“啊，等、等下，由依奈。好痒！”,"「앗, 자, 잠깐만. 유에나, 간지럽단 말이야!」",
ついくすぐったくて身をよじる。,痒得我忍不住扭动身子。,간지러움에 몸을 비틀었다.,
「ともき、またぐぅって鳴らせば、飛べるらしい」,“智纪，要是再‘咕～’地叫出来好像就能飞了。”,"「토모키. 다시 끽소리 내면, 날 수 있을 거 같아.」",
「あーちょっと触らないで、それに今は鳴らないから！　って、どさくさに紛れて先輩も触らないでください！」,“啊……别摸了，而且现在也不会叫！不是，学姐你也别趁机一起摸啊！”,"「아ー 만지지 마, 그리고 지금은 안 나니까! 혼란을 틈타서 선배님까지 만지지 말아 주세요!」",
「いいじゃないか、わたしにもやらせたまえ」,“有什么不好的？让我也摸摸。”,「좋지 아니한가. 가만히 있도록.」,
「いやですよー！」,“不要～～！”,「싫다니까요ー!」,
「まて〜」,“别跑～”,「서라~」,
「追いかけろ、ユエナくん」,“追上去，由依奈。”,"「쫓아가자, 유에나 군.」",
「ひゅい〜ん」,“咻咻～”,「슈우웅~」,
しばらく空飛ぶ二人からぼくは部室の中を駆けまわって逃げ続ける。,我就这么和在空中飞着的两个人你追我赶了好一会儿。,나는 날아드는 두 사람을 피해 한동안 부실 안을 뛰어다녔다.,
「はぁ……はぁ……はぁ……」,“哈啊……哈啊……哈啊……”,「하아…… 하아…… 하아…….」,
息があがる。,喘不上气了。,숨이 벅차다,
ぼくを追いかけまわしていた二人は、,而追着我的两个人——,날 추격해 오는 두 사람은,
「なんだもうおしまいか」,“怎么？这就不行了？”,「뭐냐. 벌써 끝이냐.」,
「ともきなら鳴らせる」,“智纪是能叫的。”,「토모키라면 낼 수 있어.」,
まったく疲れた様子もなくふわふわとぼくの上を、まるで天使のようにくるくる回っていた。,完全看不出累的样子，如天使般在我头顶轻飘飘地转来转去。,"전혀 지친 기색도 없이 내 머리 위를 둥실둥실, 마치 천사처럼 빙글빙글 돌고 있다.",
ぼくが死んだみたいにみえるからやめていただきたい。,这场景看上去像我死了似的，能不能别这样。,죽은 것 같으니까 그러지 말아 줬으면 한다.,
「そんなにお腹減ってないから。あと、ぐうの音もでないって腹の虫のことじゃないから……」,“我又没有那么饿。而且我刚才不是在说我的肚子无话可说……”,「별로 배 안 고프니까. 그리고 끽소리도 안 난다는 건 꼬르륵 소리랑 다른 거니까…….」,
「それにぐうの音、でてもいいものじゃないと思いますけど」,“另外，我觉得肚子乱叫也不好吧。”,「그리고 꼬르륵 소리는 내봐야 좋을 게 없다고 생각하는데요.」,
なんでぐうの音もでない、という言葉一つでこんなに話しているんだろう。,为什么一句话会发展成这样啊。,끽소리 하나에 어쩌다 여기까지 오게 된 건지 모르겠다.,
言の葉サークルだからいいのかなあ、なんてことを疲れた頭でぼんやりと考える。,因为这里是茶言阅社吗？——我用疲倦的大脑晕乎乎地想着。,"말소리 서클이니까 상관없으려나, 지친 몸을 추스르며 생각한다.",
「いやはや、ユエナくんも中々手厳しい子だな。だがわたしはそういう子は好きだよ」,“哎呀呀，由依奈还真是严格呢。不过我喜欢这样的孩子。”,"「이것 참, 유에나 군도 상당히 까다로운 아이로군. 하지만 난 그런 아이를 좋아해.」",
先輩はユエナに感心している。,学姐对由依奈表示佩服。,선배님은 유에나에게 감탄한 듯하다.,
「んふふっ」,“哎嘿嘿。”,「우후후.」,
「いまは、ユエナが地球に慣れてきたってポジティブにとらえておきますよ」,“我就积极地把这当成由依奈习惯了地球上的生活来考虑吧。”,「지금은 유에나가 지구에 익숙해지기 시작한 거라고 긍정적으로 받아들일게요.」,
ぼくは、ふぅと息を整える。,我努力调整着呼吸。,나는 숨을 정돈했다.,
「君も、相変わらず優しいな」,“你还是这么温柔啊。”,「너도 여전히 다정하구나.」,
「そうですか？」,“有么？”,「그런가요?」,
「ああ、無論だとも」,“嗯，当然有。”,"「그럼, 물론이고말고.」",
先輩は、うんうんと頷いた。,学姐不住点头。,선배님이 고개를 끄덕끄덕 한다.,
「では、君は息を整えていたまえ。わたしはもう少しだけユエナくんと飛んでくるから」,“你慢慢歇口气，我再和由依奈飞一会儿去。”,「그럼 넌 쉬고 있도록. 난 조금만 더 유에나 군과 날 테니까.」,
「あ」,“哦。”,「아.」,
短い声をあげる間に、,我只能短短回应一下。,선배님은 짧은 항의도 채 듣지 않고,
「いこう、ユエナくん」,“走吧，由依奈。”,"「가자, 유에나 군.」",
「うん、詩乃」,“嗯，诗乃。”,"「응, 우타노.」",
二人は手をつなぎ、また部室の中を飛んでいる。,两人拉着手又在活动室里飞来飞去。,두 사람은 손을 잡고 다시 부실 안을 날았다.,
「ひょいひょい〜」,“咻咻～”,「슈웅슈웅~」,
「あっはっはっは！」,“啊～哈～哈～哈！”,「아하하하!」,
「楽しそうだ」,“学姐挺开心啊。”,「재밌어 보이네.」,
普段、凛としている先輩がはしゃいでいる。,平时很有气场的学姐正在欢闹着。,평소 침착한 성격인 선배님이 신나게 놀고 있다.,
かわいらしい女の子みたいだなと思う。女の子なんだけど。,简直就像一个可爱的女孩子。不过本来学姐就是女孩子。,귀여운 여자아이 같다고 생각했다. 원래부터 그랬지만.,
先輩とは部活の時間以外ではほとんど会うことはない。,社团活动的时间之外几乎没什么机会和学姐见面。,선배님과는 동아리 시간 외에는 거의 만나지 않는다.,
