jp,cn,kr,en
ユエナが笑って、くるんとまわった。,由依奈笑着转了一圈。,유에나가 웃으며 빙글 돌았다.,
「さて、われわれは帰るとしよう。ユエナくんはどうする？」,“那么，我们这就回去了。由依奈你准备怎么办？”,「그럼 우린 돌아가도록 하자. 유에나 군은 어떡할 거지?」,
「わたしも、かえる」,“我也回去。”,"「나도, 돌아가.」",
どこに、とぼくが聞く前にユエナはすっと空を移動して、,还没等我问她要回哪，由依奈就迅速地在空中移动，,"어디로, 하고 묻기 전에 유에나는 하늘로 떠올라",
「え！？」,“哎？！”,「어!?」,
ぼくの頭をさっと撫でて、来た時と同じ窓から外へでた。,忽然摸了一下我的头，然后就从进来时的窗户向外面飞了出去。,"내 머리를 살며시 쓰다듬고, 왔을 때처럼 창문을 통해 밖으로 나갔다.",
「ともき、詩乃」,“智纪，詩乃。”,"「토모키, 우타노.」",
「な、なに？」,“怎、怎么了？”,"「어, 왜?」",
「ふふ、どうした？」,“呵呵，怎么了？”,"「후후, 왜 그러나?」",
ユエナは一瞬空を見て、,由依奈看了一眼天空，,유에나는 순간 하늘을 보더니,
「明日は雨が降るよ」,“明天会下雨。”,「내일은 비가 올 거야.」,
そう言った。,如此说到。,그렇게 말했다.,
「そうか、ありがとう」,“是吗，谢谢你。”,「그렇군. 고마워.」,
「あり、がとう」,“谢、谢。”,"「고, 고마워.」",
あの時と同じだと思った。,应该是和那时候一样。,그때와 똑같다고 생각했다.,
「じゃーね」,“再见了。”,「안녕.」,
ユエナが手を振る。,由依奈挥了挥手。,유에나가 손을 흔든다.,
「うん、また来週」,“嗯，下周见。”,"「응, 다음 주에 보자.」",
「ユエナくん、明日と明後日は学校は休みだ。また月曜日に会おう」,“由依奈，明天后天学校休息。我们周一再见。”,「유에나 군. 내일과 모레는 학교가 쉬는 날이다. 월요일에 다시 만나자.」,
ぼくらも手を振る。,我们也挥了挥手。,우리도 손을 흔든다.,
そしてユエナは空に向かって落ちるように上昇してあっという間に見えなくなった。,然后由依奈就像朝着天空坠落一般上升而去，转眼间就看不到了。,그리고 유에나는 하늘을 향해 상승하더니 눈 깜짝할 사이에 사라졌다.,
「さて、帰るとしようか」,“好了，我们也回去吧。”,「그럼 이만 돌아갈까.」,
「はい」,“好。”,「네.」,
鞄をもって部室をでる。,我拿起书包走出了活动室。,가방을 들고 부실을 나선다.,
先輩が部室に鍵をかけた。,学姐给活动室锁上了门。,선배님이 부실에 열쇠를 잠근다.,
ガチャンとした音が、静かな廊下に響く。,咔嚓一声在寂静的走廊里回响。,찰칵 하는 소리가 조용한 복도에 퍼진다.,
「……」,“……”,「…….」,
「……」,“……”,「…….」,
ぼくらは昇降口までは一言も喋らなかった。,到楼梯口之前我们一言未发。,우리는 건물 입구까지 한마디도 나누지 않았다.,
階段を一歩一歩、歩いて降りるたびに身体が浮くようだった。,一步一步地走下楼，每走一步就仿佛身体浮了起来一样。,계단을 하나하나 내려갈 때마다 몸이 떠오르는 것 같았다.,
つい踏み外しそうになるのをなんとかこらえる。,眼看要踩空的时候我想方设法地稳住了身体。,그만 발을 헛디딜 뻔하려다 겨우 버텼다.,
宇宙人。,外星人。,외계인.,
本当にぼくらは宇宙人と遭遇してしまった。,我们真的遇到了外星人。,우리는 정말로 외계인과 조우했다.,
信じられない現実が、一歩歩いて宙に浮きそうになるたびぼくにおしつけてくる。,这难以置信的事实，在每走一步就感觉要浮起来的时候，重重压在我的身上。,믿을 수 없는 현실이 한 걸음 걸어 허공에 떠오를 때마다 밀려온다.,
ぼくらは昇降口で一度別れて、外でまた会う。,我们在楼梯口一度分开，然后在外面又见到了彼此。,우리들은 신발장 앞에서 한차례 해산했다가 밖에서 다시 만났다.,
「なんか、空が近く感じる」,“有种天空离得更近了的感觉。”,「왠지 하늘이 가깝게 느껴져요.」,
飛べそうな今のこの身体なら、手を伸ばせば空に届く気がした。,仿佛这似乎可以飞起来的身体，伸出手去就能够到天空。,날아갈 듯한 지금이라면 손을 뻗어 하늘에 닿을 것만 같았다.,
あの頃憧れだった宇宙に、今日は限りなく近づいた気がする。,仿佛今天我与往日憧憬的宇宙，无比接近。,"그 시절에 동경했던 우주에, 한없이 가까워진 듯했다.",
「わたしもだ」,“我也是。”,「나도 그래.」,
先輩が空を見上げる。,学姐也仰望着天空。,선배님이 하늘을 올려다본다.,
ぼくは空ではなく、隣を歩く先輩を見た。,我没有看天空，而是看着旁边走着的学姐。,나는 하늘이 아니라 옆에서 걷는 선배님을 바라보았다.,
ながいまつ毛と、空を見上げる優しいめつきが、ぼくにはどうしようもなく懐かしくみえた。,长长的睫毛，仰望天空的温柔目光，在我眼中都显得无比令人怀念。,긴 속눈썹과 하늘을 올려다보는 부드러운 눈매가 내 눈에는 몹시도 아련하게 보였다.,
どこかで烏がなく。,不知何处传来了乌鸦的叫声。,어디선가 새가 운다.,
ふいに今日の、先輩とユエナの会話を思い出す。,我忽然想起了今天学姐和由依奈的对话。,문득 오늘 선배님과 유에나가 나누었던 대화를 떠올린다.,
卒業して、お別れ。,毕业之后，就是离别。,"졸업하면, 이별.",
「はぁ」,“唉……”,「하아.」,
先輩に気づかれないように息をはく。,我以学姐察觉不到的声音叹了口气。,선배님이 듣지 못하도록 숨을 뱉는다.,
今日は初めて見たかもしれない、あんな無邪気な先輩も、もうすぐしたら見られなくなる。,或许今天是头一次看到那么天真无邪的学姐。然而再过一阵子就要看不到了。,"어쩌면 오늘 처음 봤을지도 모를, 순진무구했던 선배님의 모습도 얼마 뒤엔 볼 수 없을 것이다.",
「――っ」,“——”,「――윽.」,
ぼくは頭を振った。,我摇了摇头。,나는 머리를 흔들었다.,
だめだ、だめだ、だめだ。,不行不行不行。,"안 돼, 안 돼, 안 돼.",
先輩は今はこの話はしない、後できっと、ちゃんとすると言ったんだからその時にしよう。,学姐说过，现在不提这件事，但是之后一定会好好地说明的，所以到那时候再说。,"선배님은 아직 이 이야기를 하지 않겠다고, 나중에 제대로 말하겠다고 했다. 그때를 기다리자.",
ぼくは短く息をはいて、校舎の上、屋上あたりを見上げた。,我稍稍舒了口气，向着教学楼上方，屋顶方向仰望着。,나는 짧게 한숨을 토하고 옥상 쪽을 올려다보았다.,
「いるか、ユエナくん？」,“由依奈她在吗？”,"「있나, 유에나 군?」",
「うわあ！」,“呜哇！”,「우와아!」,
先輩は限りなくぼくに顔を近づけて、ぼくと同じ視線で同じ場所を見ている。,学姐的脸靠得好近，正和我用同样的视线望着同一个地方。,선배님이 내 쪽으로 빈틈없이 얼굴을 접근하여 나와 같은 곳을 바라보았다.,
――近い。,——好近。,――가까워.,
「そう驚くな。で、見えるか？　ユエナくん」,“不要这么惊慌失措。所以，看得见吗？由依奈。”,「그리 놀라지 마라. 그래서 보이나? 유에나 군.」,
「驚きますって……それとユエナは見えません。見えたら見えたで問題になるんで隠れていてほしいものです」,“惊慌失措是……由依奈的话我没看到。要是能看到会出问题的我也希望她能藏好。”,「어떻게 안 놀라요……. 그리고 유에나는 안 보이네요. 보이면 그것대로 문제라 잘 숨어 있었으면 좋겠고요.」,
「それもそうだな」,“说得也是。”,「그것도 그렇군.」,
先輩はすっと顔を遠ざけて髪をはらう。,学姐迅速的把脸移开然后撩了下头发。,선배님은 슬며시 뒤로 물러나며 머리카락을 넘겼다.,
夕方の陽光に髪が艶めく。,在夕阳的映照下，学姐的头发显得格外艳丽。,저녁노을에 머리카락이 반들거린다.,
校門までのそう長くない時間が惜しくて、ぼくは先輩に話しかける。,有些舍不得到校门为止短短的时光，我向学姐说起话来。,교문까지 가는 짧은 시간이 아쉬워서 나는 선배님께 말을 걸었다.,
「先輩、ユエナにあんなに振り回されていたのに、よくその後平気でしたよね」,“学姐，由依奈带你转了那么多圈，在那之后你还真能一点事没有啊。”,「선배님. 유에나가 그렇게나 돌았는데도 그 뒤 아무렇지 않으시네요.」,
「ぼくはあんなにふらついたのに、さすがです」,“我都晕的不行了，不愧是学姐。”,「전 엄청나게 휘청거렸는데. 역시 대단하세요.」,
先輩はぼくに優しい目を向ける。,学姐用温柔的视线看着我。,선배님은 부드러운 눈길로 나를 바라보았다.,
「だろう？」,“是吧？”,「그렇지?」,
謙遜もなく胸をはった。,毫不谦虚地挺了挺胸。,겸손도 없이 가슴을 쭉 편다.,
実に先輩らしい。,还真是学姐的风格。,실로 선배님답다.,
「先輩は何でもできて凄いですよ」,“学姐什么都能做到好厉害啊。”,「선배님은 못하는 게 없어서 대단해요.」,
「唐突だな」,“这话说得还真是突然。”,「갑작스럽군.」,
たしかに唐突だったかもしれない。,确实话说得有些突然。,선배님 입장에선 갑작스러울지도 모른다.,
でもぼくの中では唐突でもなんでもなく、いつも思っていることだ。それがただ、言うのが初めてなだけで。,不过在我心中一直这么认为，丝毫不突然。只是头一次说出口而已。,하지만 나는 언제나 생각했던 것이다. 직접 말한 것이 처음일 뿐이지.,
ユエナが宇宙人だと分かった時も先輩はすぐに受け入れることができて、勉強も運動ももちろんそうで、天体観測の時の行動力、何から何まで。,知道由依奈是外星人的时候学姐立刻就接受了事实，学习也好运动也好，还有天文观测时候的行动力，真是各方面都很强。,"유에나가 외계인이란 걸 알았을 때도 선배님은 금세 사실을 받아들였다. 공부에 운동은 물론, 천체 관측 때의 실행력 등 하나부터 열까지.",
あまりにもぼくとは違う先輩を、つい比べてしまう。そうして、自分の無力さを実感する。,无意中就拿与我完全不同的学姐跟自己比较了。随后切实体会到了自己的无力。,선배님은 나와 많은 부분이 다르기에 무심코 비교하게 된다. 그렇게 나의 무력함을 실감한다.,
「君に言われると嬉しいものだな」,“你这么说还真是让人高兴。”,「네게 그런 말을 들으니 기쁘구나.」,
先輩は軽く、鞄をぶらぶらとさせている。,学姐轻轻地摇晃着书包。,선배님이 가방을 가볍게 흔들고 있다.,
「ぼくに言われても微妙でしょうけど。ぼくは大したことないので、先輩みたいな才能なんてないですし」,“虽然自己说这话有点微妙。我没什么大本事，没有学姐那样的才能。”,「저한테 칭찬 들어도 미묘할 것 같은데요. 전 대단한 사람도 아니고 선배님처럼 뛰어난 재능도 없으니까요.」,
自分でも分かる、驚くほど乾いた笑いがでた。,说罢，我露出了个自己都能感觉大多么自嘲的笑容。,스스로도 느낄 만큼 건조한 웃음소리가 흘렀다.,
悔しいわけではない、嫉妬でもない。,不是后悔，也不是嫉妒。,분한 것이 아니다. 질투도 아니다.,
今までの先輩が憎らしいわけでもない。,也不是觉得迄今为止的学姐很可恨。,선배님이 미운 것도 아니다.,
そもそも、こんな話がしたかったわけではない。,说到底，我也根本不是想说这种事。,애초에 이런 이야기를 하고 싶었던 것도 아니다.,
でも――、一度それた話は戻らなかった。,不过——话题一旦偏离之后就无法再回去了。,그렇지만―― 한번 나온 이야기는 되돌릴 수 없다.,
ただいつもみたいに、先輩は凄い。そう言いたかっただけなのに。,只是向平时一样，想说学姐很厉害。,그냥 언제나 그렇듯 선배님은 대단하다. 그 말만 전하고 싶었을 뿐인데.,
「……少年」,“……少年。”,「……소년.」,
それは大きな声ではなかったが、ぼくの全ての意識を先輩に向けるのには十分な鋭さだった。,虽然声音不是很大，但这足以让我所有的意识都集中到学姐身上。,목소리는 크지 않았다. 그러나 그 예리한 목소리는 나의 모든 감각을 깨우기에 충분했다.,
先輩が立ち止まる。,学姐停了下来。,선배님이 멈춰 선다.,
ぼくも立ち止まる。,我也停了下来。,나도 그 자리에 멈췄다.,
二人の間を夏の風が通り過ぎていく。,夏风在我们两人之间穿过。,여름 바람이 두 사람 사이를 가르고 지나간다.,
「これは本来、わたしがいうことではないが」,“虽然这本来不该是由我来说的。”,"「이것은 원래, 내가 할 말은 아니지만.」",
あまり先輩らしくない前置きをいれて、ぼくの目を見る。,学姐说了个不合自己风格的开场白，然后看向了我。,선배님이 자신과 어울리지 않는 서론을 꺼내며 내 눈을 바라본다.,
「『才能』という言葉一つで片付けようとするな」,“不要把什么都用‘才能’这一个词来概括。”,「『재능』이란 말 하나로 뭉뚱그리려 하지 마라.」,
いつになく真剣な目だった。,和平时不同，学姐的眼神非常严肃。,어느 때보다 진지한 눈동자다.,
でも声にこそ鋭さは宿っていたものの、先輩がぼくに向ける表情は、いつになく優しく穏やかだ。,不过声音虽然很尖锐，但学姐向我抛来的表情却很温和平稳。,"그러나 목소리에 날카로움이 서려 있었다지만, 선배님이 날 바라보는 표정은 어느 때보다 부드럽고 온화했다.",
「きみは小説を書いているな」,“你在写小说对吧？”,「넌 소설을 쓰고 있었지.」,
「え、はい……今はあんまり書けてませんが」,“哎、是……虽然最近没怎么写。”,"「아, 네……. 지금은 잘 안 쓰지만요.」",
先輩が、ぼくが小説を書いていることは知っている。,学姐知道我在写小说。,선배님은 내가 소설 쓰고 있다는 것을 알고 있다.,
今なぜそれを聞かれたのか分からず、ぼくは曖昧に頷く。,我没明白为什么学姐现在要提这个，只是含糊地点了点头。,지금 갑자기 그걸 왜 묻는진 모르겠다. 나는 애매하게 고개를 끄덕인다.,
「わたしは、君のように小説は書けん」,“我没法像你一样写小说。”,"「나는, 너처럼 소설은 쓰지 못해.」",
「え、いやいや！　先輩なら書けますよ」,“哎、哪有哪有！学姐的话肯定能写出来的。”,"「엇, 아니요! 선배님이라면 쓸 수 있을 거예요.」",
「ふふっ」,“哈哈。”,「후훗.」,
先輩はなぜか笑って、ゆっくり首を横に振った。,学姐不知为何笑了起来，轻轻地摇了摇头。,어째선지 선배님은 웃으면서 조용히 고개를 가로저었다.,
「いーや、書けなかったよ。君がいつだったかわたしに、小説を書いていることを教えてくれたとき、わたしはその日家に帰ってから少しだけ書いてみたんだ」,“不，我写不了的。你之前告诉我在写小说的当天，我回到家之后就试着稍微写了些。”,"「아니, 쓸 수 없었어. 언젠가 네가 나에게 소설을 쓴다고 말했던 날, 나도 집에 돌아가 잠시 써 봤거든.」",
「だが……だめだったよ。わたしは知っている言葉を話す事はできるが、言葉をつくることは無理だった」,“但是……果然不行。虽然我能说出来知道的话语，但我不会进行创作。”,"「하지만…… 안 되겠더군. 나는 내가 아는 걸 말할 수는 있지만 말을 만들어내는 것은 무리였어.」",
「それでも紡いでみた言葉はまるで小説とはかけ離れたもので、それは物語とは到底言えるものではなかった」,“即使如此我尝试着编写出来的文字也和小说实在是相差甚远，无论如何也无法称之为故事。”,"「억지로 짜낸 문장은 소설과 동떨어진 것이어서, 도저히 이야기라고 말할 수 없는 지경이었지.」",
「まさにそれこそ……」,“这就正说明……”,「그거야말로…….」,
先輩はそこで一拍おいて、ニヤッと笑う。,学姐在这里稍作停顿，微笑着说到。,선배님이 잠시 뜸을 들였다가 씩 웃는다.,
「自分には才能が無いと思った」,“我没有这方面的才能。”,「나에게 없는 재능이라 생각했어.」,
「――え？」,“——哎？”,「――네?」,
「どうだ？　嫌な気持ちになっただろう？」,“怎么样？是不是觉得很不爽？”,「어떤가? 기분이 나빠졌나?」,
ぼくは「そんなことありません」と言う前に自分の心を確かめてみる。,在说出“没有这回事”之前，我确认了下自己的内心。,나는 「절대 그렇지 않아요.」라고 말하기 전에 자신의 마음을 살펴보았다.,
先輩は自分には才能がないと言った。それを聞いてぼくは……正直なところ嫌な気持ちにはなっていない。,学姐说自己没有才能。听到这个，我……说实话并没有觉得不爽。,선배님은 자신에게 재능이 없다고 말했다. 그 말을 들은 나는…… 솔직히 말해서 기분 나쁘지 않다.,
なるはずもない。,也没有理由会不爽。,그럴 이유도 없다.,
でも、成績は優秀で、これほどハイスペックな人間――東雲詩乃が、本気で小説を書き始めればプロにだってなれると思う。,不过，我认为成绩优秀，如此高质量的人类——东云诗乃要是认真开始去写小说的话专业水平也是能达到的。,그럼에도 성적이 우수하고 훌륭한 스펙을 가진 인간―― 시노노메 우타노가 진심으로 소설에 몰두한다면 프로가 될 수 있다고 생각한다.,
なぜなら先輩はぼくなんかよりも、ずっとたくさんの言葉を知っている。物語を知っている。,因为学姐比我知道更多的言语，更多的故事。,왜냐하면 선배님은 나 같은 것보다 훨씬 많은 말을 알고 있다. 이야기를 알고 있다.,
だからぼくがした努力なんかよりも、もっと少ない努力で先輩は……,所以比起我的努力来说，学姐只要用更少的努力就……,그러니까 내가 들인 노력보다 더 적은 노력으로도 선배님은…….,
「あ……」,“啊……”,「아…….」,
ぼくは気づく。,我意识到了。,나는 깨달았다.,
声をあげていた。,发出了声音。,목소리가 저절로 새어 나왔다.,
思わず先輩へ振り向く。,不禁转向学姐。,무심코 선배님을 돌아보았다.,
先輩は胸の前で腕を組んで、うんうんと頷いていた。,学姐在胸前抱起双臂点着头。,선배님은 팔짱을 낀 채 고개를 끄덕끄덕 주억이고 있다.,
「わかってくれたようだな」,“看来你明白了啊。”,「이해한 모양이구나.」,
先輩は再び歩き出す。,学姐又走了起来。,선배님이 다시 앞으로 걸어간다.,
ぼくもそれに慌ててついていく。ぼくがそれに追いついたところで先輩は口を開いた。,我也急急忙忙地跟在了后面。等我追上的时候学姐开口说到。,나도 서둘러 그 뒤를 쫓는다. 내가 옆자리에 설 즈음에 선배님이 입을 열었다.,
「才能という言葉で片付けてしまうということは、相手に対してその人の努力を否定するものなのだよ」,“用才能这个词来概括，就相当于否定了那个人的努力。”,"「재능이란 말로 뭉뚱그리는 것은, 상대방의 노력을 부정하는 것과 같아.」",
「例えばわたしがここでバク宙を披露したとして、果たしてきみに、それができることが才能なのか努力の産物なのか、見分けられるかな？」,“假如我在这里做一个后空翻，能做到这件事究竟是才能还是努力的产物，你能分得清吗？”,"「예를 들어 내가 여기서 백 텀블링을 한다면, 그것이 재능인지 노력의 산물인지 과연 네가 분간할 수 있을까?」",
「無理、ですね」,“不能吧。”,"「아마, 안 되겠죠.」",
先輩が「だろう？」と笑う。,学姐露出了像是在说“是吧？”一样的笑容。,선배님이 「그렇지?」하고 웃는다.,
「初めから完璧に何かをできる人なんてのは、そうそういないさ。君が見ていなかった場所で行われた弛まぬ努力を、才能という言葉一つでかたづけるな、少年」,“一开始就能把一件事做到完美的人几乎是不存在的。少年，你不要把别人在你看不到的地方坚持不懈的努力用才能这一个词来概括。”,"「처음부터 완벽하게 해내는 사람은 그리 많지 않아. 네가 보지 못한 곳에서 이루어진 꾸준한 노력을 재능이란 말 하나로 정리하지 마, 소년.」",
先輩のひとつひとつの言葉が、深く言葉につきささる。,学姐的每句话都深深地扎入了我的内心。,선배님의 말 하나하나가 깊숙하게 박힌다.,
これまで色々先輩にはたくさんのことを言われてきたけれど、今日は初めて、説教されたかもしれないと思う。,虽然之前学姐也对我说过很多，但是今天是头一次学姐对我进行说教。,"지금껏 선배님께 많은 말을 들어 왔지만, 오늘은 처음으로 설교를 들은 것 같다.",
「先輩」,“学姐。”,「선배님.」,
「どうした、少年」,“怎么了，少年。”,"「왜 그러나, 소년.」",
ぼくは深く頭をさげる。,我深深地鞠了一躬。,나는 고개를 깊게 숙였다.,
「ありがとうございました」,“谢谢你。”,「감사합니다.」,
「大袈裟だよ、顔をあげたまえ」,“太小题大做了，快把头抬起来。”,「너무 과해. 얼굴을 들도록.」,
ぼくはゆっくり頭をあげる。,我慢慢地抬起了头。,나는 천천히 고개를 들었다.,
頭をあげた先、目線の先、光の向こう側で、先輩は笑っていた。,头抬起来的前方，视线的前方，光线照到的对面，学姐在笑着。,"그러자 시선 끝에, 반짝이는 빛 너머로, 선배님이 웃고 있었다.",
「やはり、存外君は面倒くさい性格をしているな。だけどわたしは――それが嫌いではないよ」,“果然你的性格还真是麻烦啊。不过我……并不讨厌这点。”,「역시 넌 의외로 성가신 성격을 가졌어. 그래도 난―― 그게 싫지 않아.」,
やがてぼくらは校門にたどりつく。,终于，我们来到了校门。,이윽고 우리는 교문에 다다랐다.,
校門までの僅かな時間が、ぼくにとって思いのほか大きな時間になった。,到校门为止这短短的时间，对我来说变得格外宝贵。,교문까지 오는 짧은 시간이 생각지도 못한 귀중한 시간이 되었다.,
ぼくらは別れる。その前にひとつ聞いてみたいことがあった。,我们就要分开。在此之前我有件事想问一下。,우리는 이제 헤어진다. 그 전에 하나 묻고 싶은 것이 있었다.,
「先輩」,“学姐。”,「선배님.」,
「ん？」,“嗯？”,「응?」,
「ちなみに先輩は今までどんな努力をされてきたんですか？」,“顺便问一下，学姐至今为止都做了哪些努力啊？”,「선배님은 지금까지 어떤 노력을 해 오셨나요?」,
先輩は一瞬、驚いた顔をして、笑いを殺すように肩でくっくっくと笑う。,学姐稍稍露出了惊讶的表情，像在拼命忍着笑似的抖着。,선배님은 순간 놀란 얼굴로 웃음을 참듯이 어깨를 들썩거렸다.,
「一発だ」,“就一下子。”,「한 방이다.」,
「はい？」,“什么？”,「네?」,
「大抵なことに、努力したことはない。できたからな」,“大多事情我都没努力过。因为能做到。”,「대부분의 일에 노력한 적이 없다. 그냥 됐으니까.」,
「は、はあ……」,“是、是吗……”,"「아, 네에…….」",
「言ったじゃないか初めに。これはあまりわたしが言うべきことではない、とな」,“我不是一开始就说了吗？这些由我来说不太合适。”,"「그래서 처음에 말하지 않았나. 이건 내가 할 말이 아니라고, 말이야.」",
「……ははっ」,“……哈哈。”,「……하핫.」,
――ったくこの先輩は。,——这个学姐真是的。,"――정말이지, 이 선배님은.",
ぼくはどうしようもなく笑みがこぼれる。,我无奈地笑了起来。,난 웃음이 흐르는 것을 막을 수 없었다.,
この人はどこまでも、東雲詩乃だ。,这个人不管到哪里都是，东云诗乃。,"이 사람은 그야말로, 시노노메 우타노다.",
「ふふ、では少年。またな」,“哈哈，那么少年。再见。”,"「후후, 그럼 소년. 다음에 보자.」",
「はい、また月曜に」,“嗯，周一见。”,「네. 다음 월요일에.」,
先輩が小さく手を振って、遠ざかっていく。,学姐轻轻挥了挥手，向着远处走去。,선배님이 작게 손을 흔들며 멀어져 간다.,
夕陽は影を長く地面に落としている。,夕阳将影子在地面上拉得很长。,저녁노을이 지면에 길게 그림자를 늘어뜨리고 있다.,
先輩の髪の上で揺れる長いリボンを見つめて、ぼくも反対方向へ歩き出した。,我注视着学姐头发上飘动着的长长的缎带，然后也向着相反方向走了起来。,"선배님의 머리카락 위에서 흔들리는 길다란 리본을 바라보며, 나도 반대 방향으로 걷기 시작했다.",
「よし」,“好。”,「좋아.」,
地に足をつけ歩く。,脚踩在地面上走着。,바닥에 발을 붙이며 걷는다.,
もう一度最後に屋上を見上げた。,最后再一次望向屋顶。,다시 한 번 마지막으로 옥상을 올려다본다.,
木が邪魔でよくみえないが、屋上には誰もいないように見える。,虽然有树挡着看不太清楚，但看起来屋顶上并没有人。,나무가 가로막아 잘 보이지 않지만 옥상에는 아무도 없는 것처럼 보였다.,
ユエナがやってきて、空を飛んで、先輩には指針をもらった。,由依奈来到了这里、飞上了天空、学姐制定了新的活动方针。,"유에나가 찾아와 하늘을 날고, 선배님께 지적을 받았다.",
だからぼくは、これからを考える。,而我开始考虑之后的事。,그래서 나는 앞으로 어떻게 할 것인지 생각한다.,
言の葉サークルに入ることになったユエナとどんなことをして過ごすのだろう。,和加入茶言阅社的由依奈该一起做些什么呢？,말소리 서클에 들어오게 된 유에나와 어떤 일을 하며 보낼 것인가.,
これから卒業へ近づいていく先輩とはどんな過ごしかたをしていけばいいのだろう。,和快要毕业的学姐该如何相处呢？,계속해서 졸업에 가까워지는 선배님과 어떻게 보내면 좋을 것인가.,
「もしかしたら考えるだけ無駄なのかもしれないけど」,“或许想这些也没什么用。”,「생각해 봐야 무용지물일 수도 있어.」,
先輩ならきっと無駄だと一蹴しそうだ。,学姐肯定会说想这些都没用然后结束话题。,하지만 선배님이라면 반드시 무용지물 따윈 간단히 내쫓아 주실 것이다.,
容易に想像がつく。,很容易就能想象出来。,쉽게 상상이 간다.,
だから今やりたいことを考えることにしよう。,所以还是去想现在想做什么吧。,그러니 지금은 하고 싶은 걸 생각하자.,
ユエナとどれだけ一緒にいられて、ユエナが何をしにきて、先輩と過ごせる時間があとどれくらいで、先輩とどんなことをすればいいのか。,由依奈能和我们相处多久？她来这里是为了什么？和学姐能在一起的时间还有多久？和学姐做些什么好呢？,"유에나와 얼마나 함께 있을 수 있고 유에나가 무엇을 하러 왔고, 선배님과 보낼 시간이 얼마나 남았고 선배님과 어떤 걸 하면 좋을지.",
「そういうのは、後」,“这些问题都之后再说。”,「그런 건 나중에.」,
今はやりたいことは、,现在我想做的是——,지금 하고 싶은 것은,
「空を、もう一度飛びたい」,“再一次在天空中飞翔。”,"「하늘을, 한 번 더 날고 싶어.」",
それだった。,就是这个。,그것이었다.,
飛びたい。ユエナに一緒に空を飛んでほしいと言おう。,想飞。就跟由依奈说想要一起在天上飞吧。,날고 싶다. 유에나와 함께 하늘을 날고 싶다고 말한다.,
「いや、このセリフはなんかくさいかな」,“不，这话说出来感觉太做作了。”,"「아니, 이 대사는 뭔가 낡은 느낌인데?」",
なんていらぬことを考える。,开始考虑起有的没的。,쓸데없는 생각을 해 본다.,
そういえば飛ぶのにはユエナと手を繋がなくてはいけなくて、部室での先輩を思い出してあんなことはできないと少し情けなくなってしまった。,话说，要飞就必须得牵着由依奈的手，想起了活动室里学姐的表现，那种事都做不到感觉有些没出息。,그러고 보니 날기 위해선 유에나와 손을 잡아야만 한다. 그런데 오늘 선배님이 보여준 멋진 모습을 나는 보여줄 수 없기에 스스로가 또 한심해진다.,
果たして、ユエナと手を繋ぐにはどうすればいいか。,说到底，我该怎么和由依奈牵起手呢？,유에나와 손을 잡으려면 어떻게 해야 할까.,
ぼくはそんなことを考えながら帰路についた。,我想着这样的事，走在回家的路上。,나는 그런 생각을 하며 귀갓길에 올랐다.,
